id,Action
1,0.0012613202635885323
2,0.006542556525530946
3,0.2680098690772921
4,0.014248146296529374
5,0.0520193308480917
6,0.0962725132331954
7,0.012883118162301397
8,0.16731142232266633
9,2.7736338693314046e-4
10,6.186649419609783e-4
11,0.0029153446077738224
12,0.0022919102856195075
13,0.0033039140975721784
14,8.405135176902513e-4
15,0.027958922212951758
16,0.004493264580894186
17,0.00985476065030943
18,0.006292137750660567
19,0.021277037471206683
20,0.0037941089623876453
21,0.04413653420524517
22,0.5446753886764535
23,0.0490632290577308
24,0.0016996937592999566
25,0.0027999222781872578
26,0.16153348420242675
27,0.5829573367945876
28,6.868974282205154e-4
29,0.028358257928280315
30,0.0034371901553759032
31,0.00489958882581011
32,0.02973750599583612
33,0.014403768268858547
34,0.007495283025312824
35,0.007449540670672448
36,0.1056978971473623
37,0.03003173429220328
38,0.03642260371734079
39,3.6610223561610045e-4
40,0.001929715577020034
41,5.565488279005748e-4
42,0.011084756521364418
43,9.499245811300408e-4
44,0.010964870282010169
45,0.021336995258883558
46,0.0011398046329405124
47,0.060495355602898
48,6.919992184490671e-4
49,0.033322930593068574
50,0.020109300590518377
51,0.011504533654448638
52,0.006232777963504189
53,0.0072017823107596605
54,0.11185172049523014
55,0.02904791603031046
56,0.006002896185894212
57,0.008938262244839935
58,0.011175682255358732
59,0.008328405547247274
60,0.017981491118017515
61,0.025776706170675748
62,0.004707700572262047
63,0.0023976911416302904
64,0.7928320724139032
65,0.02284123429496095
66,0.009675783696368992
67,0.14108437035909524
68,0.21690798645110163
69,0.005764042736917397
70,0.003387694269021432
71,0.0031841118001910036
72,0.005175957280901066
73,0.05424642396202014
74,0.009645712516095833
75,0.02125708629525556
76,0.3715287112799006
77,0.034401212911740135
78,0.006226640151282076
79,0.008291030390367618
80,0.002882694604426833
81,0.82708022223387
82,0.0012064508386662421
83,0.0503036108735888
84,0.009369552015470944
85,0.02585672138050265
86,0.001902320039075301
87,0.004180255098251865
88,0.06279809655616805
89,0.08518058313099873
90,0.002378223762914747
91,0.1182784523932899
92,0.017161767579607693
93,0.14002387465713795
94,0.0014541805751906464
95,0.003755221540487894
96,0.001299661133640002
