id,Action
1,0.9757552991807461
2,0.9947790187224745
3,0.9981146950833499
4,0.9871063850540668
5,0.9914781650342047
6,0.9991273698583245
7,0.9936161373741925
8,0.9979487179219723
9,0.8240693125873804
10,0.9790326563082635
11,0.8292854960262775
12,0.9942542766220868
13,0.9800265701860189
14,0.9279112481325865
15,0.9876128108613194
16,0.9340956937521696
17,0.9737480320036411
18,0.9597668100893497
19,0.9987812823988498
20,0.9960204642266035
21,0.9968267065659165
22,0.9794331983849406
23,0.9688058003410697
24,0.9828028889000415
25,0.9792892156727612
26,0.9101038948446513
27,1
28,0.9569594348967075
29,0.9933331193029881
30,0.9771412449330091
31,0.9817759742029011
32,0.9990361446142196
33,0.993868228700012
34,0.9847034557163715
35,0.9854377041757106
36,1
37,0.9616219979897142
38,0.995
39,0.93113734588027
40,0.9657323243469
41,0.9678249470889568
42,0.9597369635477662
43,0.9947807200998068
44,0.9857632254436612
45,0.9979784117639064
46,0.9687878784537315
47,0.9941327228583395
48,0.9838716291636228
49,1
50,0.9549880951642991
51,0.9315603896602989
52,0.995402400335297
53,0.9729997952654957
54,1
55,0.92
56,1
57,0.9718305386230349
58,0.9944660150166601
59,0.9522575156763196
60,0.9785242734104395
61,0.9989005011133849
62,0.9949207976460457
63,0.9319403434544802
64,0.9994508670642972
65,0.9997674418613315
66,0.9767049101367593
67,0.9183609494008124
68,0.9971110762469471
69,0.9273409727495163
70,0.5716806720569729
71,0.9661493198946118
72,0.9637529483437538
73,1
74,0.9857124125026167
75,0.9948721235152334
76,0.9904254031181335
77,0.9813936122320592
78,0.9141152501478791
79,0.5588584713637829
80,0.9719822916388512
81,0.9333333331346512
82,0.9462891582585872
83,1
84,0.9962590071838349
85,0.9966277956962586
86,0.916729601547122
87,0.981605840139091
88,0.9956586818397045
89,0.9871872248221188
90,0.7825186131894588
91,0.9862795384787023
92,0.7810966134816408
93,0.9783075676858425
94,0.9533737368136644
95,0.9358892038092017
96,0.9876682686060667
97,0.5447938431054353
98,0.9736789770051837
99,0.9953791830595583
100,0.9842757249809801
101,0.9552189457975327
102,0.9877539165690541
103,0.980950192976743
104,0.9888399884104728
105,0.5618319526314736
106,0.999487179480493
107,0.998577288184315
