id,Action
1,0.46692921999267595
2,0.5046634209136127
3,0.4981978950202268
4,0.5069375697325307
5,0.4726604068614933
6,0.5391759636575207
7,0.4944942013711635
8,0.5312184506402552
9,0.4731496962731166
10,0.5095875581634675
11,0.5003967192693619
12,0.5077027763812493
13,0.475128988193352
14,0.4441603651692948
15,0.49586790191131824
16,0.5056732023883289
17,0.4772487454242746
18,0.5107000225385847
19,0.511211375532523
20,0.45673207357609463
21,0.5103627048467281
22,0.5494712499315358
23,0.5045623920055995
24,0.5111939625258702
25,0.4777836543786587
26,0.6940716935957013
27,0.4527263111048265
28,0.48959163288537816
29,0.49985761932029105
30,0.4962528340858429
31,0.5060981045961183
32,0.4979152245610926
33,0.49163406060617504
34,0.5009352678925872
35,0.5095304216358671
36,0.4948326980093629
37,0.47830768750620073
38,0.5326314867302379
39,0.4707662519299716
40,0.49124696407093743
41,0.47227580135285957
42,0.5378875679050429
43,0.493334582578935
44,0.5034142190196919
45,0.50776949846541
46,0.5379271067153476
47,0.5115451098638062
48,0.49319692680700067
49,0.5044159368480878
50,0.2706516180930805
51,0.5738164714276857
52,0.5018023024018252
53,0.5065440016381939
54,0.5410596135308898
55,0.48101992657681875
56,0.45045652394231317
57,0.4994641377538469
58,0.5034139504682961
59,0.4807345522013235
60,0.48183902063945455
61,0.5010545905316288
62,0.5003355330291792
63,0.4848918699660788
64,0.5065000331805133
65,0.48865158085235855
66,0.5706423664959234
67,0.26659078681204335
68,0.5229372902455314
69,0.5086230911933601
70,0.46004707299777525
71,0.46101731579455096
72,0.4944722656242305
73,0.46108328213984495
74,0.5096122980651504
75,0.5027806125663057
76,0.51924100092209
77,0.48741461819581994
78,0.5039191300287028
79,0.5027519121244953
80,0.5766254880685697
81,0.45863155554986323
82,0.5098887626449381
83,0.5213747797887375
84,0.49960111287071957
85,0.4985334947618543
86,0.47543844176656286
87,0.49521238210764296
88,0.5080978765641684
89,0.508269101399599
90,0.4910380616018734
91,0.4980987558854225
92,0.5113868533864799
93,0.5352620394778442
94,0.5072657398517162
95,0.5040962773494958
96,0.4741015437229481
97,0.5116679693603847
98,0.4924284786962657
99,0.5173296979366475
100,0.49829378523496226
101,0.5130315895528568
102,0.5632459144443779
103,0.5111585964690655
104,0.45789106163834276
105,0.5048434877820324
106,0.5191589859490426
107,0.5216949922724081
108,0.5103518490915675
109,0.5009861279427249
110,0.48617196683716263
111,0.48186089428614987
112,0.488244748916407
113,0.5096822223190413
114,0.5073963734635325
115,0.48086996813746835
116,0.5080134861582541
117,0.5022785779864207
118,0.5013880441651672
119,0.5072433359453045
120,0.49541691542407057
121,0.4932958205782561
122,0.47319592962781387
123,0.5008902696062876
124,0.5128440771686699
125,0.4956961859869484
126,0.5083911809181872
127,0.4976627453805957
128,0.4729597316490544
129,0.47704516857758855
130,0.540975672249297
131,0.5065839647136341
132,0.49625992797644963
133,0.5070264435341096
134,0.49881102712905945
135,0.5047781499518815
136,0.508731506635871
137,0.5078983238421455
138,0.46274485555397904
139,0.4674660377150206
140,0.5319159805303377
141,0.5071379162710135
142,0.4366296738800157
143,0.4902643072106894
144,0.5645384772804447
145,0.5031160114536928
146,0.5149756761848217
147,0.5032711558992016
148,0.4978737026076476
149,0.4968926576320914
150,0.5579344710180617
151,0.4985455842625425
152,0.5073092318151218
153,0.4432368488449541
154,0.5089543905553167
155,0.48075906865095047
156,0.509672098286438
157,0.4655480786639499
158,0.46058958355367785
159,0.48278783923578367
160,0.48395601032257163
161,0.4970734198609052
162,0.493767171832215
163,0.4778355251271038
164,0.5052251985533661
165,0.47588654629359334
166,0.5012604044565488
167,0.5075824017275165
168,0.5085587249727495
169,0.5030317868077115
170,0.46509732468850173
171,0.49823079942221477
172,0.519647117326217
173,0.4944427329852614
174,0.4965251105968171
175,0.5456770424805297
176,0.5011099370612637
177,0.4717180517638598
178,0.511843722777683
179,0.5096057705237967
180,0.4865511371728417
181,0.48670613077464214
182,0.5425505065955172
183,0.4672657126085469
184,0.46003865791176773
185,0.5089129801814344
186,0.4787188537546617
187,0.5123961207118684
188,0.4741729329371411
189,0.46041786907259263
190,0.533354354866248
191,0.49695296070882855
192,0.4792018793700667
193,0.5064877481018224
194,0.5065806435995307
195,0.5014358266926268
196,0.5039177955465395
197,0.5829569701737004
198,0.506828237462328
199,0.5089214837454535
200,0.4894288541655609
201,0.5106811828572932
202,0.4998926913665187
203,0.4873133116725199
204,0.5094689232194468
205,0.5489921517542095
206,0.4915304339111555
207,0.5071912220363338
208,0.4904350272343182
209,0.45337235715105545
210,0.4597573766708928
211,0.5044674849375934
212,0.4824376120282064
213,0.4919432074150545
214,0.48817631600018685
215,0.5103811973203395
216,0.5121046859980622
217,0.500254661302734
218,0.4799737134098688
219,0.5142710376560157
220,0.4798219164304913
221,0.6740433367675785
222,0.5000525904333385
223,0.4826445746495687
224,0.460795231309206
225,0.4944600647743912
226,0.5054671140185434
227,0.4872825123810344
228,0.508483006956948
229,0.4928391440447046
230,0.49766344019481057
231,0.5086011429978623
232,0.4838180131534892
233,0.45742316738395006
234,0.5299358746794806
235,0.5083706383788044
236,0.3680154371460604
237,0.5086048289398691
238,0.5050471200920253
239,0.5084694521330454
240,0.5038232483973649
241,0.476435944317656
242,0.4768788721118752
243,0.49982688537689335
244,0.5053601210877982
245,0.4488620280547169
246,0.5050823719747932
247,0.5047589845726941
248,0.5132847737673678
249,0.4488894745326055
250,0.5033152573443643
251,0.48434918876873134
252,0.4772854958188885
253,0.4986830340733326
254,0.5626291326980085
255,0.4454358470444248
256,0.4792682332569539
257,0.495983528282107
258,0.4487683381793717
259,0.5078767726723206
260,0.5075605282504367
261,0.49708410023285604
262,0.5090281992673152
263,0.48150846109516804
264,0.504059610844896
265,0.4664325761984029
266,0.49129169538252593
267,0.5082160205394629
268,0.5036645702878286
269,0.44952336138087007
270,0.5072904351002415
271,0.5067968026421682
272,0.4969256702752176
273,0.5061389223601144
274,0.4896145274109056
275,0.5059038436171417
276,0.51127866060293925
277,0.4513016462073725
278,0.5007818423556444
279,0.4782144552366987
280,0.5103350021459094
281,0.4909761795162448
282,0.5085956114103912
283,0.48399041626888406
284,0.5094647770752609
285,0.5127414171705892
286,0.4758386722257201
287,0.5032298147853281
288,0.5050811789334371
289,0.4875576389668937
290,0.4650982680437122
291,0.4896058493306508
292,0.5031531047529678
293,0.500864469577163
294,0.5362813111664613
295,0.5590803081076482
296,0.5098777162398259
297,0.5115227659548109
298,0.5180097902974576
299,0.5104454646152856
300,0.5191048839846033
301,0.49614317856724743
302,0.5108071389181368
303,0.5078395161119483
304,0.503532472289206
305,0.5288097846446762
306,0.5104583593979709
307,0.4983773928983382
308,0.5040299856163352
309,0.4936530804088685
310,0.4986932313288815
311,0.5192506401450827
312,0.4896710322065128
313,0.5078516542942385
314,0.48741622540041907
315,0.37433913337266306
316,0.5101938191192236
317,0.5362447011402419
318,0.49310396391549277
319,0.5089673796244786
320,0.509020307179453
321,0.5227213308999141
322,0.5032864647834171
323,0.5003385012759632
324,0.491218170356618
325,0.46812564459498474
326,0.5566037842625842
327,0.5008394113237317
328,0.4928688501385782
329,0.488074195433664
330,0.5094996932445608
331,0.5410250474813931
332,0.4983762029823975
333,0.503998447001419
334,0.4573191775320495
335,0.5019959609544913
336,0.5125968207557361
337,0.5318955892975301
338,0.5162465829751393
339,0.5037812392417271
340,0.4764678966625486
341,0.5721664093223048
342,0.5065387228710366
343,0.48838549288155947
344,0.5143072422795444
345,0.48385750298444397
346,0.5079848542548595
347,0.5030510051880768
348,0.4681806076075415
349,0.5044223561159183
350,0.5132178366406769
351,0.5027161958137402
352,0.502167417723854
353,0.4604176032078601
354,0.5068632555809224
355,0.5096474680371776
356,0.5313924072251424
357,0.5115396369457741
358,0.47451543590926026
359,0.513240531123136
360,0.47546046503094147
361,0.495528469009153
362,0.5044727873335954
363,0.5111000792589485
364,0.5073721258250106
365,0.49046119709920216
366,0.5008936268794405
367,0.5024930459192587
368,0.50405717995797406
369,0.5101060837588414
370,0.4924963460275322
371,0.4325290490407797
372,0.5679672024799501
373,0.4868928212926612
374,0.4739163342515945
375,0.5035562647362082
376,0.5198167879969254
377,0.49414958179406643
378,0.4758315134491587
379,0.5031454106941533
380,0.49134082479633767
381,0.4971841496717985
