id,Action
1,0.8080216988975701
2,0.9764101091487611
3,0.9969076631365297
4,0.9809465015124093
5,0.99855135180359
6,0.9963689173396554
7,0.9781776589986012
8,0.9988262023778841
9,0.3930113541764851
10,0.8907068098793459
11,0.8660579032611283
12,0.9198614185298394
13,0.9870766314272951
14,0.4592907142659005
15,0.9844310912684641
16,0.9643353868210219
17,0.9728238702240944
18,0.9731085756482879
19,0.9907471750017561
20,0.995133691334784
21,0.9930545072868905
22,0.9999385575127587
23,0.9996868390306592
24,0.8631486009229278
25,0.8749762024364592
26,0.6820324183370873
27,1
28,0.7129818715683683
29,0.9936674356925622
30,0.9826490558526267
31,0.9652941877088062
32,0.9931468126603853
33,0.9706792475278291
34,0.9728118697562318
35,0.9583766122230012
36,0.9973975988972166
37,0.9864840365832563
38,0.9197436338848393
39,0.9743394512807317
40,0.8186623541886566
41,0.6409826038531604
42,0.9468841811893051
43,0.9481648812034251
44,0.9903142519547239
45,0.9743351431576205
46,0.7779916306495852
47,0.9972641079042411
48,0.9701585077575225
49,0.9999889436989318
50,0.8665465053627847
51,0.9733817029329428
52,0.9603757760921334
53,0.9632599645498597
54,1
55,0.9943363496854537
56,0.9339621944708796
57,0.9724164360243078
58,0.9866974148071724
59,0.9465711468741937
60,0.9924877033373339
61,0.9962283538499441
62,0.9170549099907404
63,0.8050814667968664
64,0.9991046587655772
65,0.9910069946741699
66,0.9976289920581481
67,0.9507051540457072
68,0.9999616664371137
69,0.9744090968892065
70,0.7982678461776306
71,0.9148665251523487
72,1
73,0.9850007355586198
74,0.9710741479644395
75,0.9878818293332586
76,0.9995099359160166
77,0.9955056636750442
78,0.9656551392808675
79,0.9593318098020522
80,0.9296573931989983
81,1
82,0.9061762950984109
83,0.972607879794419
84,0.9714004488850445
85,0.9882504151499353
86,0.8067500532276519
87,0.9530476764958129
88,0.9960844234178319
89,0.9999998724703905
90,0.9829465759898803
91,0.9968199200939306
92,0.9798293143272195
93,0.9980546254894318
94,0.9015122535551093
95,0.955204263779248
96,0.8879180474409148
97,0.9450404734135573
98,0.9540604028748263
99,0.9969042066097865
100,0.9450133423739783
101,0.9635106317847457
102,0.9148811167997818
103,0.9328032498455028
104,0.49474330815267226
105,0.9788814073974409
106,0.9915761234956534
107,0.9960351823377925
