id,Action
1,0.9781564527356792
2,1
3,1
4,1
5,1
6,1
7,1
8,0.9781564527356792
9,1
10,1
11,0.48273481816281033
12,1
13,1
14,0.23649267030846946
15,1
16,1
17,1
18,0.4608912708984895
19,1
20,0.8584181396395548
21,1
22,0.7537578521456592
23,0.9781564527356792
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,0.48273481816281033
33,1
34,1
35,1
36,1
37,1
38,1
39,0.23649267030846946
40,1
41,1
42,1
43,0.8584181396395548
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,0.9781564527356792
57,0.9269327373162964
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,0.8584181396395548
71,1
72,0.9269327373162964
73,1
74,1
75,1
76,1
77,1
78,0.5903324445208932
79,0.48273481816281033
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,0.9781564527356792
89,0.6806905894619556
90,0.8584181396395548
91,0.48273481816281033
92,0.48273481816281033
93,1
94,0.7537578521456592
95,1
96,1
97,0.48273481816281033
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,0.48273481816281033
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,0.8584181396395548
122,1
123,1
124,1
125,0.48273481816281033
126,1
127,0.48273481816281033
128,0.34115295780236515
129,0.9269327373162964
130,1
131,1
132,1
133,0.4608912708984895
134,0.9269327373162964
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,0.9781564527356792
143,1
144,1
145,1
146,0.7537578521456592
147,1
148,1
149,1
150,1
151,0.48273481816281033
152,0.5903324445208932
153,1
154,1
155,1
156,0.48273481816281033
157,1
158,1
159,1
160,1
161,0.48273481816281033
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,0.48273481816281033
172,1
173,1
174,1
175,1
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,0.8584181396395548
184,1
185,0.9269327373162964
186,1
187,1
188,1
189,1
190,1
191,1
192,1
193,1
194,1
195,1
196,1
197,0.48273481816281033
198,0.7537578521456592
199,0.9269327373162964
200,0.7537578521456592
201,1
202,1
203,1
204,1
205,1
206,0.48273481816281033
207,1
208,1
209,1
210,1
211,1
212,0.34115295780236515
213,1
214,1
215,1
216,0.34115295780236515
217,1
218,1
219,1
220,1
221,1
222,1
223,0.8584181396395548
224,1
225,1
226,1
227,1
228,1
229,1
230,1
231,1
232,0.9781564527356792
233,1
234,0.9050891900519757
235,0.9781564527356792
236,1
237,1
238,1
239,0.48273481816281033
240,1
241,1
242,0.9781564527356792
243,0.5172651818371896
244,1
245,0.7537578521456592
246,1
247,1
248,1
249,1
250,1
251,0.48273481816281033
252,0.9269327373162964
253,1
254,0.48273481816281033
255,1
256,1
257,1
258,1
259,1
260,1
261,1
262,1
263,1
264,1
265,1
266,1
267,1
268,1
269,1
270,1
271,1
272,1
273,1
274,0.9269327373162964
275,1
276,1
277,1
278,1
279,0.9781564527356792
280,1
281,1
282,1
283,0.8584181396395548
284,1
285,0.48273481816281033
286,0.7537578521456592
287,1
288,0.48273481816281033
289,0.9781564527356792
290,1
291,0.8584181396395548
292,1
293,1
294,0.7319143048813384
295,1
296,0.7537578521456592
297,0.48273481816281033
298,1
299,0.48273481816281033
300,1
301,0.8584181396395548
302,1
303,1
304,0.4608912708984895
305,1
306,1
307,1
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,1
317,0.09491080994802431
318,1
319,1
320,1
321,1
322,0.48273481816281033
323,1
324,1
325,1
326,1
327,1
328,1
329,1
330,1
331,1
332,1
333,1
334,1
335,1
336,1
337,1
338,1
339,1
340,0.9269327373162964
341,1
342,1
343,0.8584181396395548
344,1
345,1
346,1
347,1
348,1
349,1
350,1
351,1
352,1
353,1
354,0.7537578521456592
355,1
356,1
357,1
358,1
359,1
360,1
361,1
362,1
363,1
364,1
365,1
366,0.48273481816281033
367,1
368,1
369,0.4608912708984895
370,1
371,1
372,0.48273481816281033
373,0.48273481816281033
374,0.7319143048813384
375,1
376,1
377,0.48273481816281033
378,1
379,1
380,0.4608912708984895
381,0.48273481816281033
382,1
383,1
384,1
385,1
386,1
387,0.48273481816281033
388,1
389,1
390,1
391,1
392,1
393,1
394,1
395,0.4608912708984895
396,1
397,1
398,1
399,1
400,0.8584181396395548
401,1
402,1
403,1
404,1
405,1
406,1
407,0.7635073296915305
408,1
409,1
410,1
411,1
412,0.4608912708984895
413,0.8584181396395548
414,1
415,1
416,1
417,1
418,0.9781564527356792
419,1
420,1
421,1
422,0.23649267030846946
423,0.9269327373162964
424,0.9269327373162964
425,1
426,1
427,0.9050891900519757
428,0.8584181396395548
429,1
430,1
431,1
432,1
433,1
434,0.48273481816281033
435,0.8584181396395548
436,1
437,1
438,0.8584181396395548
439,1
440,0.5903324445208932
441,1
442,1
443,0.9781564527356792
444,1
445,0.48273481816281033
446,1
447,0.8584181396395548
448,1
449,1
450,1
451,0.09491080994802431
452,0.8584181396395548
453,1
454,0.9781564527356792
455,1
456,0.9269327373162964
457,1
458,0.21464912304414868
459,1
460,0.8584181396395548
461,0.48273481816281033
462,1
463,1
464,1
465,1
466,1
467,0.0730672626837035
468,1
469,1
470,1
471,1
472,1
473,0.7537578521456592
474,0.48273481816281033
475,0.8584181396395548
476,0.9781564527356792
477,0.6806905894619556
478,1
479,1
480,0.8584181396395548
481,0.8584181396395548
482,1
483,1
484,1
485,1
486,1
487,0.9269327373162964
488,1
489,1
490,1
491,1
492,1
493,0.8584181396395548
494,0.8584181396395548
495,1
496,1
497,1
498,1
499,0.48273481816281033
500,1
501,1
502,1
503,0.8584181396395548
504,1
505,0.7537578521456592
506,1
507,1
508,1
509,1
510,0
511,0.48273481816281033
512,1
513,1
514,0.48273481816281033
515,1
516,1
517,1
518,1
519,1
520,0.23649267030846946
521,1
522,1
523,1
524,0.7537578521456592
525,1
526,0.7537578521456592
527,1
528,1
529,1
530,1
531,1
532,1
533,0.8584181396395548
534,0.9781564527356792
535,1
536,1
537,1
538,1
539,1
540,1
541,1
