id,Action
1,0.5934041272037728
2,0.9868184994844192
3,0.9999999994014755
4,0.9857558076550446
5,0.9999999986709861
6,0.9999999963847213
7,0.9919663698819622
8,0.9999999999428442
9,0.9012879532246262
10,0.9840173881352996
11,0.9999999960974935
12,0.9273710462753552
13,0.9810135182529288
14,0.8318131862528741
15,0.9437177187170512
16,0.9840416365233355
17,0.9227228504368836
18,0.8576151006493389
19,0.9888357870638423
20,0.994781645657961
21,0.999999999924312
22,0.9999999934223227
23,0.8024225285022081
24,0.9999999986242722
25,0.959508101837449
26,0.9859897960321475
27,0.9778066519022377
28,0.6695644836811002
29,0.9859851605796531
30,0.9641349633084738
31,0.9742307678888242
32,0.9685728008172757
33,0.99999999812988
34,0.9717229089868827
35,0.9723189781338473
36,0.9276345743495104
37,0.9589264577037678
38,0.9990567598190363
39,0.9390239678447101
40,0.9209893391787608
41,0.9714888097181293
42,0.9999999976905327
43,0.9899509830847675
44,0.9952744664333366
45,0.9971980742650615
46,0.9725984961494183
47,0.9999999999999998
48,0.959126624736181
49,0.9999999999370243
50,0.9999999990759566
51,0.9952761187487532
52,0.9783971481247806
53,0.9865324987423721
54,0.9999999984656041
55,0.8545763459270075
56,0.9705875715637741
57,0.9809519465821254
58,0.9999999998871919
59,0.9880922742141258
60,0.9999999999999998
61,0.9999999984941355
62,0.9575457606473345
63,0.9999999976471848
64,0.9999999989991895
65,0.9984307540318392
66,0.9999999999999998
67,0.9461413773452347
68,0.9999999995315483
69,0.9202978340337717
70,0.837122496530354
71,0.8941143170523076
72,0.9999999991614916
73,0.9952083740769386
74,0.9999999997255408
75,0.9896265799229476
76,0.9984947368974711
77,0.997719631648241
78,0.9096548145329013
79,0.8470562752160531
80,0.9999999998834034
81,0.9999999998312931
82,0.9999999990116428
83,0.9512691034594803
84,0.9999999982655544
85,0.9781871784890492
86,0.9517715780040148
87,0.9999999952464362
88,0.9999999998748447
89,0.9999999985143601
90,0.9854166068786467
91,0.99999999897409
92,0.5515461219425668
93,0.9999999999999998
94,0.9394439128955183
95,0.9999999986799878
96,0.999999999119577
97,0.5778168182156108
98,0.9969539560391703
99,0.999999983262509
100,0.9999999973657865
101,0.952085098556403
102,0.42761319518123947
103,0.9895695925484294
104,0.9791503026101798
105,0.9410687783492926
106,0.9941542795975463
107,0.9983026994691017
108,0.9239831046116549
109,0.9462245674398027
110,0.9668350361757061
111,0.766516163639484
112,0.8747741541103223
113,0.999999997776637
114,0.9999999999999998
115,0.9535674647107729
116,0.9524613533254533
117,0.9970589303398045
118,0.9281354204968939
119,0.9999999999999998
120,0.9999999999999998
121,0.9869776390081568
122,0.9999999989905777
123,0.6136643686457812
124,0.9958071625160072
125,0.9999999986879509
126,0.8361847531148912
127,0.5548712338381989
128,0.9018401956668893
129,0.999999993434977
130,0.9440441749210593
131,0.985093860550449
132,0.9754696536891189
133,0.9819435047507525
134,0.8613902410177161
135,0.9999999991272049
136,0.6514272082587711
137,0.9918820769668677
138,0.9604970988257774
139,0.7926918971824151
140,0.9999999987881819
141,0.9984200632708812
142,0.9044471005071468
143,0.9909406231374388
144,0.9999999995142875
145,0.9999999999999998
146,0.8511174464128375
147,0.7818550046934364
148,0.9045399120585231
149,0.9999999997610902
150,0.9999999957730451
151,0.9936655565532296
152,0.9758496988088193
153,0.982905053917797
154,0.6653458263064386
155,0.9392289195940097
156,0.938395551056006
157,0.9964185025487343
158,0.9871132849691153
159,0.9991122188777313
160,0.9663371474173331
161,0.8968618094659097
162,0.9930517373698932
163,0.9993400368662422
164,0.9999999852924553
165,0.999999998119355
166,0.9999999999999998
167,0.9660038634469096
168,0.9999999982954447
169,0.9827815316159126
170,0.999999998422365
171,0.9924149651709054
